"Date" "Hydraulic" "Wind" "Solar_Photovoltaic" "Solar_Thermal" "Other_Renewables" "Pumping_Turbine" "Nuclear" "Combined_cycle" "Coal" "Diesel_Engine" "Gas_Turbine" "Steam_Turbine" "Cogeneration" "Consumption" "Electricity" "Gas_Price" "CO2_Price" "Balance_France" "Balance_Portugal" "Balance_Morocco"
"679" "2015-11-10T00:00:00+01:00" 86674.351 30682.499 20939.484 11675.578 10693.848 6557.832 119987.725 105527.233 196461.323 8530.608 2032.026 5662.481 73192.834 28009.188 68.435 NA 8.43 -51600 13817.8 13340
"680" "2015-11-11T00:00:00+01:00" 90895.777 17906.573 19931.83 11893.493 10659.049 9584.946 120247.771 109318.315 193932.79 8551.841 2202.35 5835.787 74094.29 28210.833 68.249 NA 8.44 -54300 6546.3 14600
"681" "2015-11-12T00:00:00+01:00" 88738.759 27835.88 18487.36 10413.851 10628.463 7282.792 120145.76 113118.012 193400.033 8555.166 2955.779 6234.227 74531.451 28354.938 68.646 NA 8.37 -53849.6 15390.1 10980
"682" "2015-11-13T00:00:00+01:00" 77133.126 61367.387 18276.63 10118.138 10665.27 4802.019 120177.678 74303.185 196008.369 8517.135 2227.776 6530.951 74397.343 28242.292 63.833 NA 8.39 -57300 2699.1 10550
"683" "2015-11-14T00:00:00+01:00" 51464.641 64185.644 18383.229 9789.807 10876.107 3904.565 121252.988 64180.19 168089.824 8577.986 2290.121 5716.21 67086.177 25098.313 59.423 NA 8.39 -53933 -617.5 12040
"684" "2015-11-15T00:00:00+01:00" 53435.068 42756.816 17729.226 9445.101 10758.108 7001.352 126902.248 67772.7 154542.291 8396.486 1552.121 5224.388 65371.458 23250.167 59.024 NA 8.39 -57900 22091.2 12180
"685" "2015-11-16T00:00:00+01:00" 79112.292 60136.279 18402.248 8060.751 10415.044 3642.827 131799.345 94646.138 181505.915 8596.985 2933.316 5959.738 72896.018 28085.41 66.036 NA 8.53 -54600 5879.4 16740
"686" "2015-11-17T00:00:00+01:00" 75051.477 81682.171 18192.597 7155.25 10125.104 5963.387 135534.917 96626.974 186174.74 8344.95 2731.004 5775.001 74903.291 29002.319 64.577 NA 8.59 -54050 14444.9 16980
"687" "2015-11-18T00:00:00+01:00" 80656.92 50242.923 18103.897 8615.818 9737.14 16815.466 142147.931 101527.814 189553.163 8593.718 2791.413 5816.611 74638.32 29027.632 66.719 NA 8.56 -54600 18785.9 15960
"688" "2015-11-19T00:00:00+01:00" 72538.709 59860.475 18632.481 7126.54 9894.939 13180.903 146001.705 102488.363 188720.631 8790.566 2222.438 5732.746 74597.1 28893.243 66.252 NA 8.62 -54595 25211.1 15100
"689" "2015-11-20T00:00:00+01:00" 45194.76 180044.544 17356.841 5427.451 9620.034 6850.468 145391.978 58520.318 144763.574 8531.84 2334.679 5619.766 74025.264 28880.326 58.069 NA 8.5 -51757 16407.7 14020
"690" "2015-11-21T00:00:00+01:00" 32055.142 344094.99 12870.89 2035.76 8695.228 16976.376 144151.25 38175.908 34217.419 8260.958 1898.132 4750.56 59625.079 26144.292 37.923 NA 8.5 13021.9 -13239.4 14380.2
"691" "2015-11-22T00:00:00+01:00" 44412.595 190579.502 15726.311 5046.171 8837.375 9922.665 146371.461 57525.837 46778.127 7667.483 1740.424 4300.808 62117.051 24516.236 48.863 NA 8.5 -46836.9 -6009.7 7390
"692" "2015-11-23T00:00:00+01:00" 81959.527 132098.215 19962.621 8283.705 10342.331 21404.321 146450.23 124365.984 145405.429 8337.674 2012.902 4665.648 73575.122 30101.563 68.17 NA 8.56 10200.7 -8863.9 14479.9
"693" "2015-11-24T00:00:00+01:00" 81062.252 136580.105 17653.688 8219.724 10156.458 10014.529 146476.842 122244.125 185009.236 8373.68 2304.447 4435.824 74864.94 31479.181 68.196 NA 8.65 -12902.7 15532.2 12140
"694" "2015-11-25T00:00:00+01:00" 51119.299 281321.354 15651.226 5619.299 10969.306 4214.039 146477.305 56093.452 162944.54 8401.768 2359.484 5401.363 73859.596 31175.84 59.076 NA 8.62 21428.3 -7544 17010
"695" "2015-11-26T00:00:00+01:00" 46117.068 273439.719 18540.059 7465.519 10416.973 5256.645 146581.058 56494.358 176375.631 8554.868 2158.378 6091.77 74006.74 30856.569 57.855 NA 8.6 33572.6 -6370.8 17820
"696" "2015-11-27T00:00:00+01:00" 61707.895 175711.844 18848.566 8307.812 9753.155 10472.301 146731.941 74910.992 184310.042 8481.885 2612.363 5886.635 76164.154 30321.875 62.589 NA 8.61 -17903.8 15055.8 17720
"697" "2015-11-28T00:00:00+01:00" 41570.906 149894.987 19647.941 8156.021 9635.317 10619.12 146675.465 49629.282 166392.976 8255.807 2027.144 5389.013 69064.097 27238.299 55.216 NA 8.61 -51027.6 13999.5 17033
"698" "2015-11-29T00:00:00+01:00" 46116.452 70321.537 20539.286 8990.372 9375.542 10177.773 146706.626 72351.208 160581.463 8243.936 1538.177 5017.686 68299.625 25319.347 59.003 NA 8.61 -61300 18319.8 8940
"699" "2015-11-30T00:00:00+01:00" 74656.659 52830.762 20146.169 8393.935 9437.206 16172.82 136454.454 145115.54 186292.057 8435.735 1898.858 6055.103 76017.533 30594.271 69.135 NA 8.58 -52800 6662.3 11720
"700" "2015-12-01T00:00:00+01:00" 86065.727 29646.057 17679.518 4490.615 9634.058 12553.219 131095.031 173467.28 197863 8156.426 1983.133 6052.276 77475.336 31330.118 73.848 NA 8.56 -52015.5 8368.2 11460
"701" "2015-12-02T00:00:00+01:00" 77373.593 47311.653 15786.005 3537.755 9759.348 8289.949 131420.589 184025.04 203991.826 8677.177 1920.082 5768.302 78204.33 31287.854 74.995 NA 8.48 -48747.8 21142.3 12130
"702" "2015-12-03T00:00:00+01:00" 46916.174 102415.72 18012.03 6761.283 9996.55 3466.095 144904.271 139715.704 201616.403 9077.269 1765.177 5505.754 76275.028 30934.792 70.025 NA 8.59 -51300 17937.8 14070
"703" "2015-12-04T00:00:00+01:00" 71946.57 50275.175 16398.103 5828.039 10459.443 7044.959 146524.552 158785.069 205611.052 8961.651 1557.05 5750.679 76076.798 30588.41 72.454 NA 8.51 -45225 28122.4 14640
"704" "2015-12-05T00:00:00+01:00" 44711.114 66418.886 16760.564 5475.427 10495.622 2927.309 146672.536 107625.44 201176.229 8861.927 1870.759 6825.229 70568.816 27481.389 67.774 NA 8.51 -43897 23047 15661.5
"705" "2015-12-06T00:00:00+01:00" 25684.424 98701.646 14844.838 5039.696 10345.261 6662.787 146437.254 75527.995 171496.332 8585.738 1473.303 6649.095 69073.709 25274.618 58.844 NA 8.51 -63350 22840.6 11160
"706" "2015-12-07T00:00:00+01:00" 27166.99 151894.737 7755.249 283.912 10211.034 6740.566 146049.757 66133.099 167849.165 8733.031 1993.195 7418.547 71210.725 26702.792 57.409 NA 8.41 -47961.9 10473.9 10500
"707" "2015-12-08T00:00:00+01:00" 39877.659 59105.022 10770.986 712.073 9520.309 15431.824 145873.831 100634.609 163819.217 8750.119 1372.399 6752.933 70350.354 25629 62.765 NA 8.41 -64737.8 27286.5 9934
"708" "2015-12-09T00:00:00+01:00" 58606.591 83008.009 11869.634 811.298 10040.155 14221.096 145824.086 143530.659 183052.952 8607.059 2116.071 7536.408 75702.776 29968.688 68.93 NA 8.4 -36547.4 11239.3 9900
"709" "2015-12-10T00:00:00+01:00" 58366.558 61534.209 10580.554 2206.902 9908.71 13987.879 145998.506 166440.169 192199.179 8446.194 2778.423 7743.957 76860.908 30607.056 71.824 NA 8.36 -56100.4 31220.3 10440
"710" "2015-12-11T00:00:00+01:00" 59512.81 57484.843 10705.797 2392.524 10463.918 8164.208 146126.958 164624.139 192012.195 9139.212 1731.748 7701.361 78178.765 30536.736 70.502 NA 8.09 -57100 22684.2 10350
"711" "2015-12-12T00:00:00+01:00" 48378.799 52825.951 9976.212 1740.746 10391.124 8588.645 146020.33 106421.429 197756.747 8762.882 2197.145 6847.003 72696.193 27729.146 67.352 NA 8.09 -53700 9100.6 12779.2
"712" "2015-12-13T00:00:00+01:00" 25780.475 97155.418 9084.041 69.284 9816.815 6830.813 150374.287 63496.311 169135.548 8730.276 1767.659 6429.773 70002.425 25919.604 56.411 NA 8.09 -59744 -4977.6 11030
"713" "2015-12-14T00:00:00+01:00" 40124.146 177049.654 7924.676 212.313 9678.966 10520.791 154467.99 80653.418 180577.767 9127.403 2483.834 7135.281 75322.149 30870.361 61.375 NA 8.08 -27234.3 -17572.6 11870.2
"714" "2015-12-15T00:00:00+01:00" 46096.871 179432.784 13776.651 2548.735 9478.724 8882.081 154936.449 56303.165 181925.198 9305.783 2090.085 7432.544 76174.666 31022.34 59.114 NA 8.2 -45513.9 -12457 12440
"715" "2015-12-16T00:00:00+01:00" 50164.364 132447.344 14060.4 1584.358 9509.272 9227.146 156534.448 94448.146 180210.189 8707.744 2465.24 7798.065 76536.347 30665.035 64.663 19.67 8.13 -53650 860 15720
"716" "2015-12-17T00:00:00+01:00" 54768.936 120305.3 12074.221 1655.92 9807.795 7979.667 161229.872 86745.311 186331.32 9119.881 2202.333 7967.021 77061.547 30554.743 64.357 NA 8.09 -53700 1163.9 17670
"717" "2015-12-18T00:00:00+01:00" 55350.9 108343.695 13212.952 2663.291 10330.542 12129.638 159699.083 90288.308 184831.227 9171.169 2141.951 7713.484 76472.076 29895.604 64.199 19.4 8.08 -53700 13233 17910
"718" "2015-12-19T00:00:00+01:00" 34777.428 143526.91 16818.289 5032.542 9958.823 2339.586 154647.514 43164.488 152067.682 9356.349 1065.27 7414.532 69715.21 27332.958 55.845 NA 8.08 -62250 -925.7 14970
"719" "2015-12-20T00:00:00+01:00" 38256.805 120008.629 10656.434 1888.46 9846.963 6175.975 165638.188 74623.63 137504.062 9012.566 802.4 6869.785 66953.958 25307.417 56.117 NA 8.08 -60277 37849.4 12660
"720" "2015-12-21T00:00:00+01:00" 59073.028 94603.036 13924.351 3963.394 10125.031 11335.063 170495.128 108900.379 158493.711 8643.571 1936.808 7612.575 74609.466 29393.736 65.644 NA 8.16 -62400 29080.3 15670
"721" "2015-12-22T00:00:00+01:00" 45226.409 145137.327 14205.794 5357.673 9388.922 15212.055 170567.897 88346.981 147252.862 9160.561 1959.742 7827.697 75837.132 29754.028 63.879 NA 8.25 -62390 31508.1 11770
"722" "2015-12-23T00:00:00+01:00" 66305.256 61056.459 11675.091 3153.033 8643.123 12244.653 170580.625 107936.496 161411.573 9197.182 1930.735 7851.357 75447.672 29169.417 65.656 NA 8.22 -61900 13500.3 12320
"723" "2015-12-24T00:00:00+01:00" 36211.128 111999.817 12023.215 1935.813 8164.612 8027.881 170677.092 60848.517 130740.838 9294.36 1806.118 7661.854 57846.804 25605.41 58.444 NA 8.22 -62400 5504.8 15660.1
"724" "2015-12-25T00:00:00+01:00" 26505.849 96228.591 14206.561 4928.038 8192.756 5788.22 170738.668 73587.037 74314.885 8663.305 1021.965 6341.445 46855.069 21781.826 57.473 NA 8.22 -60450 9926.5 9110
"725" "2015-12-26T00:00:00+01:00" 25174.34 152355.71 13706.213 3515.34 8160.029 18420.036 170709.936 70103.557 55900.864 8984.878 1193.38 7258.352 55906.32 24075.972 53.315 NA 8.22 -60299 6515.5 8220
"726" "2015-12-27T00:00:00+01:00" 20506.209 213272.047 12863.432 2691.081 7342.606 18982.28 170690.457 45931.936 33577.832 8855.748 1132.644 6853.912 56906.035 23871.299 40.667 NA 8.22 -55412 5894.8 4980
"727" "2015-12-28T00:00:00+01:00" 35359.243 270678.141 9547.65 483.36 7414.138 15446.107 170250.804 48584.452 43706.206 9248.967 2203.28 7442.53 63224.273 27381.694 48.135 NA 8.33 -22116.2 -16147.1 12480
"728" "2015-12-29T00:00:00+01:00" 47402.64 150459.295 12269.688 1750.969 7388.598 25047.384 170461.434 60116.536 94916.282 9239.3 2007.957 7758.624 68568.428 27234.125 57.238 19.25 8.27 -60300 5557.5 13430
"729" "2015-12-30T00:00:00+01:00" 36767.212 190409.093 13428.572 1819.756 7489.04 10805.299 170513.318 57037.396 78053.947 9266.36 2089.033 7892.665 67416.655 27039.16 51.557 NA 8.21 -60250 1646.1 13687.3
"730" "2015-12-31T00:00:00+01:00" 50638.387 112178.136 7151.891 165.435 7775.541 18620.089 170305.642 77414.013 84867.623 9253.857 2171.062 7756.033 58131.496 25012.479 58.145 NA 8.23 -60300 3375.9 12780
"731" "2016-01-01T00:00:00+01:00" 31642.298 202916.119 9021.566 695.552 7543.142 9886.914 169843.416 61174.055 30064.305 8304.632 1501.27 6071.229 44030.379 21755.757 40.931 NA 8.23 -22352.9 -7620.1 16200
"732" "2016-01-02T00:00:00+01:00" 35554.52 235804.59 12635.816 1260.093 7876.332 24261.468 169614.296 56294.848 32070.636 8635.33 1718.746 7339.712 53249.26 24345.972 41.972 NA 8.23 -35891.5 23944.2 15747.6
"733" "2016-01-03T00:00:00+01:00" 35920.392 311377.459 5096.597 95.938 7565.244 12502.102 164994.879 51333.835 27063.031 8490.337 1616.735 6738.157 55824.967 24483.799 31.349 NA 8.23 5138.7 5335.4 14830
"734" "2016-01-04T00:00:00+01:00" 65278.775 258510.87 4849.798 69.916 7953.584 30484.42 145859.298 59893.786 41511.32 8897.895 2242.07 7886.107 64904.942 27921.493 41.643 NA 8.04 -8037.7 -23685.8 13520
"735" "2016-01-05T00:00:00+01:00" 79728.796 290893.912 12562.126 1432.872 7944.637 20729.332 146050.955 50045.608 43830.176 8740.527 2086.604 7909.799 66781.178 27761.674 42.345 19 8.01 37721.6 -33707.5 15966.4
"736" "2016-01-06T00:00:00+01:00" 69278.43 332164.685 9768.777 917.323 7600.895 16638.264 146251.226 41488.108 31306.085 8092.825 1594.318 5869.221 58167.111 24612.84 27.638 NA 7.75 53705 6079.1 15470
"737" "2016-01-07T00:00:00+01:00" 77177.472 323607.697 7452.004 261.223 6783.295 22467.144 146177.921 43911.322 35821.21 8784.295 2521.994 7838.543 67953.583 29895.569 38.47 18.75 7.55 14820.7 -50573.7 17470
"738" "2016-01-08T00:00:00+01:00" 98656.923 256750.307 9849.83 984.551 7194.632 20954.458 146141.351 43283.561 40077.691 8761.572 2271.737 7945.764 69817.83 30037.056 43.08 NA 7.41 -14175 -62075.3 17943.4
"739" "2016-01-09T00:00:00+01:00" 95620.813 284685.451 11989.62 1505.398 7337.157 10572.794 146275.578 40113.829 31741.153 8582.619 1739.196 7633.533 63444.497 27195.097 37.114 NA 7.41 28527.9 -52447.7 15620.4
"740" "2016-01-10T00:00:00+01:00" 101266.287 306072.641 8004.997 417.145 6524.63 10639.933 146385.879 35752.824 21548.364 8386.059 1522.307 6907.134 53888.829 25899.188 21.746 NA 7.41 53060.8 -48791.2 12260
"741" "2016-01-11T00:00:00+01:00" 135581.92 332003.497 10092.854 66.666 6858.724 8467.675 146149.219 43996.257 26536.142 8717.486 2056.047 7810.676 63223.464 30154.25 35.263 NA 7.15 34058.9 -44153.2 10452.6
"742" "2016-01-12T00:00:00+01:00" 154945.338 190179.849 17585.776 4150.808 7907.984 18311.014 146540.78 67156.83 70558.034 8614.244 2357.922 7959.351 71742.987 31062.792 45.337 18.5 7.14 -19340.1 -29717.8 13860
"743" "2016-01-13T00:00:00+01:00" 153978.781 133453.137 15922.961 3517.997 8210.813 17777.024 144328.06 71915.081 97067.929 8727.029 2568.957 7932.237 75659.785 31654.153 48.776 NA 7.24 -31986.8 -53611.8 12170
"744" "2016-01-14T00:00:00+01:00" 153811.636 180451.529 6627.143 297.667 8833.645 18897.225 146671.505 86394.479 98936.386 8647.126 2619.422 7874.019 74587.264 31898.41 45.761 17.69 7.1 9424 -57047.6 13470
"745" "2016-01-15T00:00:00+01:00" 148797.576 208159.877 11732.003 2169.009 9512.992 11685.083 146529.524 70783.595 85821.4 8572.375 2336.222 8111.763 75697.192 31669.403 47.548 17.52 6.68 13218.1 -55925.2 10620.9
"746" "2016-01-16T00:00:00+01:00" 140491.868 180421.808 21560.235 7951.626 9956.73 9316.276 146648.202 53109.733 58050.429 8609.205 2210.829 7033.265 68953.778 28870.542 42.235 17.49 6.68 -42.7 -60523.1 14453.9
"747" "2016-01-17T00:00:00+01:00" 139491.991 129072.538 14246.46 627.562 10198.186 10446.814 146726.719 58624.899 57583.773 8382.036 1539.201 6062.5 66573.909 27408.25 45.475 17.38 6.68 -20349.6 -60890.4 9880
"748" "2016-01-18T00:00:00+01:00" 143077.416 233230.635 13130.9 1884 10424.672 18996.246 146581.825 83403.263 97135.438 8788.968 2310.64 7882.11 73180.278 32243.111 51.184 17.31 6.74 46271.6 -45689.2 14640
"749" "2016-01-19T00:00:00+01:00" 150445.431 84315.181 12063.086 399.18 10575.786 21847.949 146737.476 150849.442 145136.562 8743.02 2315.776 7663.297 76044.909 32490.5 59.716 17.69 6.82 13028.8 -34806.9 13340
"750" "2016-01-20T00:00:00+01:00" 145670.073 63197.527 11682.871 706.038 10278.257 15560.725 146633.106 147672.877 166700.244 8631.337 2177.626 7908.747 74333.93 32369.833 60.742 17.47 6.33 5676.1 -35021 10590
"751" "2016-01-21T00:00:00+01:00" 138609.563 105197.763 11459.949 391.369 10759.165 10700.82 146761.33 134614.288 182978.54 8786.862 2542.31 7828.6 76421.991 32211.132 58.789 16.94 6.17 35043.6 -31463.4 14920
"752" "2016-01-22T00:00:00+01:00" 135318.274 87404.077 9049.776 1210.866 9690.807 11573.107 146899.48 96152.218 170991.354 8683.331 2491.625 8010.263 77127.985 31604.25 55.005 16.89 6.31 -35752.1 -18771.3 17510
"753" "2016-01-23T00:00:00+01:00" 111826.652 68290.92 14342.684 2592.88 9435.225 8804.384 146916.73 60515.95 127328.622 8456.661 2310.709 7423.727 70341.988 27781.382 49.297 16.62 6.31 -60572 -36654.9 14760
"754" "2016-01-24T00:00:00+01:00" 94729.166 121369.284 17888.805 5227.061 8967.386 7987.575 146926.709 46732.35 53277.535 7824.673 1856.09 7010.926 68157.417 25628.326 43.233 16.79 6.31 -61140.2 -41359.8 7160
"755" "2016-01-25T00:00:00+01:00" 116397.103 90600.726 13074.367 1367.582 9567.508 19456.787 146991.088 85360.193 139352.595 8241.69 2776.742 7443.512 75754.287 30274.424 54.901 16.76 5.9 -50780.9 -22300.6 12690
"756" "2016-01-26T00:00:00+01:00" 128444.131 44546.372 10218.279 1743.465 9653.034 14189.962 146968.394 94683.174 185031.243 7905.706 2641.697 8011.041 75642.042 31046.41 56.85 16.79 6.07 -59100 -2145.6 11640
"757" "2016-01-27T00:00:00+01:00" 124077.819 97700.993 10997.733 3353.607 9616.781 9847.494 146976.462 88620.567 142519.57 8140.878 2666.392 8069.287 76925.54 31089.917 51.49 16.98 5.91 -62100 97.5 12290
"758" "2016-01-28T00:00:00+01:00" 129453.622 64374.102 9762.797 499.665 9561.68 14981.466 147011.378 89002.515 147310.671 7965.387 2498.251 7645.514 77803.48 31058.417 55.235 16.98 6.09 -64454.9 -17806.6 10400
"759" "2016-01-29T00:00:00+01:00" 127032.475 58217.992 8524.786 1915.809 8900.896 8771.919 146978.056 91937.444 155617.268 8077.268 2134.507 7388.569 78529.215 30787.764 53.478 16.97 6.03 -66300 -16867.9 10955.8
"760" "2016-01-30T00:00:00+01:00" 100180.402 143006.261 16676.424 5560.508 8631.12 5758.356 146981.88 49068.022 100824.298 8181.202 1592.441 6278.295 71607.31 27737.181 45.425 16.83 6.03 -63350 -710.8 15260
"761" "2016-01-31T00:00:00+01:00" 79342.179 206599.942 16587.242 6640.265 8759.62 12470.153 147007.954 44032.558 51263.286 7789.553 1669.663 5870.351 64601.53 25779.396 40.911 16.93 6.03 -64293 7740.7 14639.7
"762" "2016-02-01T00:00:00+01:00" 128083.087 74098.45 20787.498 9000.602 9488.575 12295.178 147031.351 75247.435 139902.45 8371.955 3051.42 7446.662 76054.829 29943.278 52.185 16.93 5.7 -64404 15.5 18920
"763" "2016-02-02T00:00:00+01:00" 131508.479 49030.055 15370.256 3151.357 9935.009 12400.907 147017.158 80321.747 160143.954 7958.816 2566.754 7747.742 76587.771 30557.993 50.514 16.93 5.82 -64500 -16493.1 18580
"764" "2016-02-03T00:00:00+01:00" 93188.288 187372.748 16209.594 1284.287 9660.378 14065.509 147051.621 53797.881 86331.644 8332.501 2571.55 7680.002 74393.293 30715.194 42.199 16.81 5.62 -61330.9 -36309.8 16220
"765" "2016-02-04T00:00:00+01:00" 115230.918 147219.904 22287.898 8741.872 9954.253 19626.448 146990.884 63032.031 94375.636 8911.435 2192.706 7807.614 75658.83 30808.944 42.925 16.89 5.61 -59244.8 -25762.5 16389.5
"766" "2016-02-05T00:00:00+01:00" 126255.884 111294.305 17571.775 1839.199 9923.696 17034.082 146826.258 73956.648 105438.14 9521.997 1215.49 7736.279 76910.684 30813.979 46.07 16.19 5.55 -64097.5 -20973 14290
"767" "2016-02-06T00:00:00+01:00" 90111.319 228369.555 12218.077 177.135 9258.558 7697.469 117232.546 44568.588 37625.141 9352.009 1314.164 6835.649 67518.877 27992.542 35.89 16 5.55 -64945.1 -34631.4 17060
"768" "2016-02-07T00:00:00+01:00" 64566.271 324505.711 18149.14 3188.725 8115.834 13470.166 92359.307 43723.973 29422.553 9017.83 904.662 6127.375 55741.414 25819.688 26.316 16.24 5.55 -53201.3 1533.4 14720
"769" "2016-02-08T00:00:00+01:00" 86769.947 311345.598 12676.85 1085.145 8621.078 16289.188 105067.811 53257.839 38699.355 9510.705 1082.214 7470.526 69141.44 30348.097 39.417 16.54 5.23 -63140 -14283.4 16221.3
"770" "2016-02-09T00:00:00+01:00" 94585.128 334220.816 9285.036 613.484 8380.296 22195.061 116674.672 43396.902 43230.116 9612.086 570.426 6143.916 67682.278 30952.375 33.05 16.73 4.95 -2948.8 -47546.6 14610
"771" "2016-02-10T00:00:00+01:00" 103991.981 327832.661 7571.605 164.478 8618.926 20992.613 122069.148 41538.198 39860.574 9509.817 911.117 7261.152 69063.145 30917 35.99 16.6 4.88 -11707.7 -36943.9 15090
"772" "2016-02-11T00:00:00+01:00" 124757.103 273312.772 11536.098 478.146 9132.88 16470.851 122070.954 46247.316 38603.148 9447.887 1021.994 7334.878 71747.257 30879.84 40.511 16.27 4.74 -24127.2 -43489.1 12389.2
"773" "2016-02-12T00:00:00+01:00" 128047.23 367364.81 5975.797 163.148 8796.441 21973.031 120959.595 37842.102 36483.218 9325.683 1228.948 7092.202 68222.219 30818.306 33.357 15.98 5.05 49975.4 -44664.9 15023.7
"774" "2016-02-13T00:00:00+01:00" 142503.682 345628.838 8095.919 295.477 7445.84 8765.374 90237.367 32051.98 27882.782 9132.472 1111.898 6142.18 53307.707 27725.667 18.9 15.97 5.05 40900 -68455.6 16760
"775" "2016-02-14T00:00:00+01:00" 145792.633 295188.282 12713.503 150.455 7417.786 10603.817 88439.479 32575.117 27312.879 8730.241 530.216 5319.365 47584.491 26068.403 18.263 16.62 5.05 52450 -70871.3 12820
"776" "2016-02-15T00:00:00+01:00" 155094.349 326114.579 18134.164 4776.478 7758.511 21762.208 98591.175 53279.802 31793.547 8779.481 1889.279 6568.253 62463.686 31439.896 29.992 16.11 4.79 47159 -73442.7 13030
"777" "2016-02-16T00:00:00+01:00" 170422.397 227740.225 25398.825 14154.099 8635.975 20575.162 130081.072 78662.184 60043.939 8144.945 2150.337 6794.884 72733.54 32117.083 43.242 16.13 4.67 20936.8 -41272.5 14170.6
"778" "2016-02-17T00:00:00+01:00" 171744.742 139871.719 25055.881 12254.197 9409.495 16599.468 144674.632 83920.884 107870.425 8560.563 2351.867 7251.584 74576.417 32541.028 47.192 16.34 5.07 2948.1 -46083.1 11870
"779" "2016-02-18T00:00:00+01:00" 178975.387 95056.076 12159.47 1416.953 9757.196 18054.255 144867.818 99952.232 124221.187 9102.282 2046.972 8264.662 74693.525 32730.243 46.182 16.26 5.24 944.8 -71977.5 14430
"780" "2016-02-19T00:00:00+01:00" 175033.955 73796.565 19540.652 6476.547 9600.467 10659.077 144913.971 81646.426 123747.477 9549.813 1775.936 8299.67 75799.395 32131.153 46.681 16.04 5.15 -41159.3 -49934.7 12225.7
"781" "2016-02-20T00:00:00+01:00" 161067.377 79692.612 25145.368 12509.415 9547.809 11471.556 146977.093 54847.717 71555.669 9523.159 1386.678 7226.026 68835.322 28488.299 41.36 16.04 5.15 -56830 -45945.7 14654.4
"782" "2016-02-21T00:00:00+01:00" 155700.632 117619.143 19620.83 3564.507 8545.819 13539.77 147239.601 62619.769 29643.346 9560.429 1070.129 6607.832 61475.658 26370.944 34.629 16.24 5.15 -56592.7 -17446.8 12810.4
"783" "2016-02-22T00:00:00+01:00" 166350.829 80657.58 20619.119 5906.604 9816.35 13035.277 151890.187 85453.84 76832.444 9702.038 1629.454 7842.839 74883.151 30544.632 48.597 16.29 5.4 -53647.5 -28572.5 17060
"784" "2016-02-23T00:00:00+01:00" 163336.648 172434.218 24322.453 9151.984 9896.282 9298.023 159951.179 58843.662 72221.896 9502.036 1253.473 7468.05 74317.519 30733.868 42.317 16.18 4.89 -34705 -213.5 15480
"785" "2016-02-24T00:00:00+01:00" 171899.535 150376.003 16717.939 2713.181 9942.692 19576.18 166581.795 52121.095 69293.809 9018.98 1398.102 7384.076 74453.347 31050.583 39.299 16.21 4.85 -13012 -30658.1 13082.9
"786" "2016-02-25T00:00:00+01:00" 174064.934 202146.099 19095.053 3571.129 9833.104 17810.293 170988.363 51064.954 50410.23 9456.417 1078.243 7063.414 72275.318 30802.194 36.674 16.18 5.07 20574.2 -21974.1 12661.1
"787" "2016-02-26T00:00:00+01:00" 181155.329 207115.257 9165.024 233.72 9823.965 13188.558 171014.319 46392.409 54922.295 9568.061 1108.049 7487.789 71473.31 31340.208 34.907 16.18 5 23843.3 -47681.1 17775
"788" "2016-02-27T00:00:00+01:00" 154600.82 298295.031 14137.449 3433.167 7941.77 12049.346 155501.559 28163.844 29154.251 9741.505 649.85 6731.83 49794.954 28983.389 14.483 16.04 5 49021 -43887.8 15340
"789" "2016-02-28T00:00:00+01:00" 131867.578 279798.355 16508.155 7677.556 7660.142 10308.022 154907.271 25852.015 30566.49 9402.864 396.762 6314.758 48974.792 26605.951 14.507 16.2 5 47870 -38758.1 11480
"790" "2016-02-29T00:00:00+01:00" 166175.237 282032.772 24012.013 14836.743 8647.982 12560.712 162924.041 36210.723 42368.577 9805.79 1034.038 7177.232 64410.258 30519.75 30.164 16.24 5 45553.8 -3344.6 11700
"791" "2016-03-01T00:00:00+01:00" 175199.606 186471.539 28092.515 19722.698 9235.245 15349.468 171129.72 54455.68 55804.745 9745.557 1173.134 7536.132 70556.676 31175.368 38.759 16.21 5.01 16478.4 -7284.3 12975.3
"792" "2016-03-02T00:00:00+01:00" 163557.294 244404.083 25454.989 18052.86 8647.059 10924.811 171246.702 47355.482 49992.278 10006.17 1697.225 7439.488 67444.002 31111.632 33.006 16.1 4.96 23453.3 -2893.1 12140
"793" "2016-03-03T00:00:00+01:00" 173181.416 201677.221 27464.657 18686.887 8920.269 11491.217 171265.671 52769.873 50086.359 9591.094 1631.698 7001.259 69397.304 30763.521 35.466 15.89 4.91 39350 -29551.5 14690
"794" "2016-03-04T00:00:00+01:00" 168699.662 248290.434 22888.491 9521.832 8160.013 14373.855 171267.733 41610.015 33806.866 9698.071 1208.435 7424.529 66579.691 30916.035 29.06 15.69 4.92 46228.6 -39776.6 14075.9
"795" "2016-03-05T00:00:00+01:00" 122075.273 284214.305 23536.779 12077.118 7346.098 17579.042 171321.355 34360.195 26299.415 9675.328 930.813 6927.754 51296.604 27785.264 19.459 16.4 4.92 49322.4 -26363.7 15410
"796" "2016-03-06T00:00:00+01:00" 131349.481 215806.967 23872.242 16015.6 7158.173 10101.538 171345.234 40704.286 26865.614 9414.242 536.377 6387.877 51152.538 25919.472 22.645 16.38 4.92 50077.9 -22188.6 15910
